Station_Number,Date,Depth,Chl,O2,Temp,Sal,Ext_Coeff,PO4,NO3,NH4,Si,Plagioselmis prolonga,Paralia sulcata,Thalassiosira spp.,Unknown Diatom,Eucapsis microscopica
18,2019-04-18,2,8.7,NA,14.05,20.65,NA,2.05,13.78,2.86,108.89,406.4,0,185.38,206.77,88980.63
18,2019-04-25,2,6.5,NA,15.07,18.97,NA,2.03,13.07,1.43,122.01,534.74,0,4.61,401.05,35025.43
18,2019-05-14,2,5.9,NA,14.81,26.79,NA,1.75,7.35,6.14,66.77,739.57,0,108.76,116.01,33795.53
18,2019-05-28,2,7.3,NA,NA,NA,NA,2.34,11.28,5.64,129.35,454.53,0.4,254,374.32,41495.77
18,2019-06-04,2,2.8,NA,15.5,23.69,NA,2.34,14.49,6.14,78.82,290.9,4.28,145.45,855.58,78713.63
18,2019-06-25,2,5.1,NA,17.76,22.67,NA,2.52,12.99,4.64,93.94,2503.84,0,37.75,213.9,40640.19
18,2019-07-01,2,4.5,NA,17.31,26.71,NA,2.14,8.85,5.35,62.74,1275.15,0.8,164.54,213.9,67804.95
18,2019-07-24,2,5.2,NA,17.73,27.62,NA,3.05,16.35,5.71,64.86,1107.67,0,84.03,275.01,16256.08
18,2019-08-01,2,3.6,NA,17.61,29.02,NA,2.26,9.14,5.11,43.79,758.62,0.4,154,5.7,25810.09
18,2019-09-18,2,9.6,NA,18.06,27.95,NA,2.54,15.35,4.64,66.98,1634.38,10.97,252.29,855.58,42779.15
18,2019-10-23,2,6.2,NA,13.43,31.38,NA,2.22,17.99,4.93,46.37,432.88,0,190.98,1222.26,25973.05
18,2019-11-13,2,11.5,NA,12.75,31.58,NA,1.87,13.56,7,38.4,166.36,4.75,123.58,427.79,24277.17
18,2019-12-05,2,2.6,NA,11.88,29.13,NA,2.52,15.28,13.99,53.2,432.16,0,13.1,515.1,53046.14
18,2019-12-19,2,2.6,NA,12.28,28.86,NA,NA,NA,NA,NA,534.74,37.75,21.79,0.4,77858.05
18,2020-01-13,2,2.6,8.2,11.92,29.16,NA,2.14,19.63,8.35,55.61,260.95,12.83,12.83,106.95,22672.95
18,2020-02-03,2,2.4,8.7,11.48,27,NA,2.13,21.85,7.92,73.94,295.18,0,51.33,570.39,29945.4
18,2020-02-12,2,2.6,7.7,11.49,30.37,NA,2.08,21.92,5.28,49.65,303.59,0,103.5,1435.17,25667.49
18,2020-03-03,2,3.2,8.4,12.38,27.03,NA,1.92,21.7,5.71,81.13,183.95,4.28,12.83,98.72,6252.34
18,2020-07-13,2,17.1,7.9,17.72,30.81,NA,2.2,11.57,5.21,50.6,2315.97,14.75,7.26,534.74,16683.87
18,2020-08-11,2,14,7.3,17.77,31.08,NA,1.99,7.35,6.5,54.33,1666.14,0,157.61,394.02,42351.36
18,2020-09-10,2,5,6.9,17.79,30.91,NA,2.47,10.57,9.07,55.55,937.85,0,5.48,301.65,32939.94
18,2020-10-09,2,10.3,7.2,17.07,31.12,NA,2.5,14.42,4.71,57.08,201.06,0,47.06,4.28,13689.33
18,2020-11-19,2,5.3,7.5,13.64,31.68,NA,2.51,13.85,8.78,50.3,47.06,0,59.89,141.17,8089.15
18,2020-12-17,2,3.4,7.9,11.65,31.74,NA,2.5,19.13,6.07,45.11,55.61,8.56,72.72,333.68,21175.68
18,2021-01-29,2,2.7,8.3,10.55,32.3,NA,1.96,18.92,2.86,31.5,29.95,17.11,47.06,423.51,27378.66
18,2021-02-19,2,2.6,8.5,11.78,28.23,NA,2.47,22.85,7,60.75,411.55,16.25,5.42,598.91,13347.09
18,2021-02-25,2,6.2,7.3,11.09,31.97,NA,1.93,20.7,1.71,34.13,133.68,8.91,249.55,17.82,15257.9
21,1998-03-05,2,14.5,11.3,12.39,11.27,NA,2.01,27.4,0.55,161.37,5000,0,0,0,0
21,1998-04-09,2,7.9,9.9,13.29,16.48,NA,NA,NA,NA,NA,1125,0,0,0,0
21,1998-04-21,2,11.6,11.2,15.44,16.97,NA,0.88,0.12,0.01,49.73,4000,0,0,0,0
21,1998-05-05,2,12.5,9.9,16.39,19.39,NA,1.23,6.45,0.73,78.3,2977.5,0,0,0,0
21,1999-03-24,2,14,9.1,12.52,18.8,NA,2.05,12.03,4.7,83.92,397,8,0,0,0
21,2000-03-29,2,22.4,10.7,13.52,18.58,NA,NA,NA,NA,NA,17388.6,0,10,0,0
21,2000-04-06,16,16.3,9.2,13.45,25.09,NA,1.5,8.69,2.69,55.51,0,0,0,0,0
21,2001-04-16,2,35.4,10.9,13.24,27.11,NA,NA,NA,NA,NA,0,45,67.5,0,0
21,2002-03-27,2,10.4,8.3,12.13,27.99,NA,NA,NA,NA,NA,0,0,0,0,0
21,2003-02-19,2,5.8,7.6,12.53,26.1,NA,1.59,12.24,3.36,71.26,0,0,0,0,0
21,2003-02-24,2,34,9.8,13.19,24.3,NA,1.88,3.95,1.22,27.08,0,0,0,0,0
21,2003-03-12,2,11.8,10,14.08,23.81,NA,1.11,5.49,0.24,59.8,0,0,1,0,0
21,2003-03-27,2,13.9,8.2,14.45,25.92,NA,1.54,5.95,1.17,37.69,0,0,0,0,0
21,2003-04-01,2,10.9,7.8,13.79,27.36,NA,1.51,11.52,1.8,44.12,0,0,1,0,0
21,2003-04-17,2,7.2,7.1,14.15,27.06,NA,NA,NA,NA,NA,0,0,5,0,0
21,2003-05-01,2,6.2,7.7,14.89,26.11,NA,NA,NA,NA,NA,0,2,0,0,0
21,2003-08-27,2,8.6,7.2,20.92,29.78,NA,4.32,20.74,6.81,78.78,0,0,160,0,0
21,2005-03-18,2,9.7,8.5,15.12,22.99,NA,2.5,19.85,4.82,99.21,0,0,0,0,0
21,2005-04-18,2,13.6,8.8,15.22,22.45,NA,2.32,19.28,0.82,94.92,0,0.6,0,0,0
21,2005-05-03,2,5.1,8.1,15.11,26.48,NA,2.13,16.22,5.85,62.27,0,0,0,0,0
21,2005-08-29,2,7.6,7.7,17.36,30.25,NA,2.94,14.35,4.93,60.24,0,0,0,0,0
21,2005-09-26,2,9.6,7.5,16.89,29.92,NA,2.98,14.31,3.44,64.14,0,0,0,0,0
21,2006-02-21,2,22.5,10.2,11.28,19.95,NA,1.7,13.6,0.16,83.88,0,0,0,0,0
21,2006-04-05,2,28.5,10,12.46,15.85,NA,1.88,7.49,2.16,103.07,0,2,0,0,0
21,2006-04-21,2,40.3,9.9,14.83,11.64,NA,1.5,6.7,0.56,133.81,0,0,0,0,0
21,2006-07-11,2,4.3,7.1,18.39,25.66,NA,2.62,10.54,4.5,72.15,0,0,0,0,0
21,2006-08-02,2,7.9,7.7,19.76,28.59,NA,2.81,17.32,3,54.87,0,0,0,0,0
21,2006-08-31,2,3.4,7.1,18.92,29.66,NA,3.18,19.35,6.03,57.04,0,0,0,0,0
21,2006-09-29,2,6.9,7.2,16.26,29.34,NA,2.63,22.96,2.74,67.54,0,0,0,0,0
21,2007-03-12,2,9.5,9.2,13.55,24.42,NA,2.44,31.55,5.25,91.42,0,3.2,0.4,0,0
21,2007-04-10,2,12.9,8.3,15.26,26.97,NA,3.06,29.58,5.77,45.77,0,13.6,320,0,0
21,2007-07-23,2,9.1,7.6,18.38,30.55,NA,2.21,21.41,4.14,55.33,0,0,0,0,0
21,2007-08-22,2,16.4,9.1,18.17,31.17,NA,1.79,17.06,0.47,52.61,0,0,0,0,0
21,2007-09-21,2,8.2,7.2,17.23,31.31,NA,2.54,12.2,4.28,48.67,0,0,0,0,0
21,2008-02-29,2,4,9.2,12.01,23.96,NA,2.65,29.76,7.5,89.55,0,2.4,0,0,0
21,2008-03-31,2,19.2,10.3,12.93,26.45,NA,1.59,11.83,1.55,31.04,0,0,0,0,0
21,2008-04-14,2,33,9.9,13.13,29.01,NA,1.29,9.83,0.5,16.87,0,13.6,0,0,0
21,2008-04-28,2,24.3,10.3,15.12,27.94,NA,1.49,0.13,0.47,0.87,0,0,0,0,0
21,2008-05-06,2,21.2,8.5,14.82,28.77,NA,1.47,2.31,1.2,7.45,0,2.4,0,0,0
21,2008-05-29,2,10.1,7.5,15.37,30.24,NA,2.61,14.55,6.57,40.69,0,1.6,0,0,0
21,2008-06-17,2,6,7.4,15.89,30.37,NA,2.47,22.35,6.54,55.97,0,0,0,0,0
21,2008-09-09,2,7.2,7,18.76,31.84,NA,2.74,18.03,7.12,57.52,0,1.6,0,0,0
21,2009-03-20,2,4.1,8.5,13.33,25.04,NA,0.86,20.81,3.4,79.26,0,4.8,0,0,0
21,2009-04-16,2,8,8.3,14.65,27.22,NA,2.01,20.98,7.21,56.64,0,10.4,0,0,0
21,2009-05-19,2,10.1,7.9,15.17,27.57,NA,1.84,12.38,3.69,28.98,0,0,0,0,0
21,2009-08-27,2,7.8,NA,19.08,31.32,NA,3.44,22.48,7.95,53.99,0,1.2,0,0,0
21,2009-09-28,2,7.3,7,17.18,31.37,NA,2.29,16.47,3.71,53.06,0,0,0,0,0
21,2010-03-30,2,5.2,7.9,13.83,27.77,NA,2.09,19.25,4.06,58.14,0,0,0,0,0
21,2010-06-07,2,7.9,8.3,17.36,25.49,NA,2.37,20.31,4.89,71.18,0,4.8,0,0,0
21,2010-09-01,2,10.7,7.9,18.59,30.72,NA,3.54,22.55,6.87,55.8,0,0,0,0,0
21,2011-03-11,6,3.6,9.1,12.34,22.45,NA,NA,NA,NA,NA,0,4.4,0,0,0
21,2011-04-12,2,14.3,10.1,14.02,14.75,NA,1.37,13.54,0.56,NA,0,0,0,0,0
21,2011-04-19,2,15.3,8.3,13.99,19.7,NA,1.41,12.52,0.87,NA,0,8,64,0,0
21,2011-05-26,2,10,9.5,15.14,20.43,NA,1.67,14.15,1.06,NA,0,0,0,0,0
21,2011-10-06,2,10,8,16.92,28.42,NA,2.34,12.7,6.9,NA,0,0,0.4,0,0
21,2011-10-18,2,11.2,7.9,17.42,27.29,NA,1.94,10.88,4.17,NA,0,0,0,0,0
21,2012-04-11,2,4.2,7.9,13.22,26.38,NA,2.98,30.66,13.35,NA,0,6.4,0,0,0
21,2012-05-23,2,6.3,7.7,16.36,27.84,NA,2.57,18.42,7.51,NA,0,0,0,0,0
21,2012-06-19,2,9.4,7.6,17.42,29.65,NA,3.02,25.31,6.86,NA,0,3.2,0,0,0
21,2013-04-23,2,7.2,7.6,13.46,28.95,NA,3.31,29.29,5.31,NA,0,0,0,0,0
21,2013-05-17,2,7.1,7.6,16.77,29.66,NA,3.14,23.51,8.51,NA,0,4.8,0,0,0
21,2013-06-17,2,8,7.3,17.64,30.48,NA,3.34,25.15,8.14,NA,0,2.8,0,0,0
21,2013-07-01,2,6.1,7.1,17.84,30.72,NA,NA,NA,NA,NA,0,0,0,0,0
21,2013-09-26,2,8.7,7.2,18.03,31.42,NA,3.48,18.28,7.05,NA,0,0,0,0,0
21,2013-10-24,2,3.9,7,15.15,31.56,NA,2.99,24.57,7.7,NA,0,0,0,0,0
21,2013-12-03,2,3.2,7.5,12.44,31.22,1.04,2.66,23.29,6.82,NA,0,0,0,0,0
21,2014-05-07,2,10.4,8.2,17.41,29.05,NA,3.6,25.7,8.7,62,0,0,4206.62,0.8,0
21,2014-06-06,2,5.5,7.3,16.83,31.19,NA,3.2,18.4,9.1,42,0,0,5941.55,0,0
21,2014-09-16,2,6,7,19.34,31.87,NA,2.72,11.99,5.35,42.94,0,0,0,1561.44,0
21,2015-08-21,2,4.2,6.8,19.89,31.9,NA,NA,NA,NA,NA,687.52,45.4,76.39,2062.57,53626.72
21,2016-04-15,1,5.3,8.5,14.12,24.72,0.54,1.86,12.14,6.93,65.56,206.43,0,4.97,4.97,6630.77
22,1998-03-27,2,3.3,9.9,14.88,19.38,NA,1.17,10.93,2.52,95.83,750,3.5,0,0,0
22,1999-04-06,2,15.6,9.8,11.9,21.01,NA,1.36,8.31,1.14,60.08,376.2,5.6,0,0,0
22,2004-09-08,2,41.9,10.6,19.73,30.44,NA,NA,NA,NA,NA,0,0,0,0,0
22,2014-10-15,2,4.1,6.8,17.81,31.89,NA,2.97,12.85,4.28,40.28,0,33.77,78.8,1587.33,0
22,2014-11-03,2,2.4,6.9,17.19,31.47,NA,3.06,16.21,5.71,45.77,0,27.6,69,6.9,0
22,2014-11-18,2,2,7,15.74,30.95,NA,2.96,14.06,3.71,48.27,0,3.63,17.82,1105.13,17789
22,2014-12-10,2,1.4,7.4,15.33,30.24,NA,2.89,18.63,5.21,46.6,0,21.39,42.78,876.97,31271.56
22,2015-01-14,2,3.2,8.2,12.16,26.25,NA,2.32,17.63,7.35,71.07,0,0,17.82,35.65,15543.09
22,2015-01-22,2,2.3,7.8,13.06,29.38,NA,2.03,14.78,5.35,48.1,0,61.11,122.23,0.2,33276.07
22,2015-02-12,2,2.1,8.2,14.07,27.01,NA,2.9,20.92,11.21,65.24,0,7.26,53.47,1497.27,29784.98
22,2015-02-18,2,2.3,7.9,14.56,28.28,NA,2.1,15.06,6.78,53.26,0,14.53,49.36,0.4,18115.32
22,2015-03-13,2,5.2,8.1,15.34,28.18,NA,2.25,17.49,6.21,43.27,85.56,10.69,64.17,417.1,8908.76
22,2015-03-17,2,4.2,7.9,14.84,29.5,NA,1.77,12.64,5,37.61,252.79,0,38.89,641.69,23003.52
22,2015-03-27,2,4.7,7.8,15.92,29.14,NA,2.16,15.35,4.64,37.78,475.32,21.79,7.26,415.91,11490.95
22,2015-04-13,2,5.5,7.9,14.96,29.62,NA,2.52,16.56,5.5,40.28,218.26,36.32,43.65,6940.7,19294.27
22,2015-04-21,2,5.5,7.5,16,29.37,NA,2.41,13.28,7,38.11,513.35,342.23,85.56,7571.91,22459.05
22,2015-04-27,2,5.1,7.9,16,29.47,NA,3.49,21.2,8.57,51.93,998.18,71.3,178.25,4812.65,17182.96
22,2015-05-19,2,4.4,7.5,15.59,30.31,NA,3.2,21.06,10.78,53.09,61.11,183.34,122.23,10083.66,38929.03
22,2015-05-27,2,4.1,7.4,15.27,30.96,NA,3.21,24.82,10.53,50.53,305.57,169.76,305.57,4753.24,15617.78
22,2015-06-24,2,5.1,7.2,18.2,31.24,NA,3.66,31.13,7.37,60.63,921.4,65.81,0,6021.99,11846.53
22,2015-07-01,2,3,7.1,19.72,31.26,NA,3.8,20.78,3.75,41.49,784.28,71.3,71.3,71.3,27877.75
22,2015-07-23,2,3.4,7,19.64,31.89,NA,2.78,21.34,6.2,43.25,481.27,3.6,213.9,5828.66,26362.65
22,2015-09-24,2,6.1,7.3,18.24,31.69,NA,NA,NA,NA,NA,991.7,19.45,38.89,7.26,18706.16
22,2015-10-15,2,5.6,7,19.48,31.94,NA,NA,NA,NA,NA,502,21.83,0.29,21.83,13226.61
22,2015-11-05,2,3.3,6.9,17.37,31.41,NA,NA,NA,NA,NA,580.57,122.23,30.56,0.4,19220.06
22,2015-12-16,1,2.3,8.1,12.06,30.76,2.4,1.99,9.07,10.14,22.3,171.12,256.67,85.56,4192.36,110113.53
22,2016-01-21,1,1.4,8.5,11.98,27.8,1.21,2.08,15.49,10.85,40.81,69.52,26.74,69.52,168.44,23742.43
22,2016-02-02,1,2.7,8.9,12.1,23.87,0.77,2.61,23.63,13.21,72.62,550.94,32.41,24.31,550.94,23207.69
22,2016-03-16,1,3,8.6,13.87,18.76,1.05,2.18,19.06,9.21,112.92,412.94,17.82,2.97,5.94,17610.75
22,2016-04-01,1,5.3,8.3,14.21,21.32,0.72,1.92,17.99,3,97.08,443.64,0,23.77,7.92,12833.74
22,2016-04-15,1,5.3,8.5,14.03,24.99,0.47,1.58,10.49,3.78,62.02,263.8,0,2.38,42.78,5882.13
22,2016-04-27,1,5.5,8,15.89,25.24,0.95,2.33,9.28,6.57,47.97,564.45,35.65,160.42,118.83,14473.61
22,2016-05-18,1,5.1,7.9,16.62,27.86,0.77,2.15,15.06,6.78,50.73,420.89,14.53,6.9,71.3,10445.24
22,2016-06-16,1,6.6,7.7,16.81,29.52,0.87,2.19,12.78,6.93,48.53,664.6,15.28,229.17,443.07,27806.45
22,2016-06-28,1,4.8,7.2,17.11,30.16,0.52,2.63,16.85,6.85,52.37,295.38,35.65,0.4,534.74,13956.7
22,2016-07-14,1,4.3,7.4,17.1,30.2,0.71,2.47,14.99,6.43,49.06,813.85,0,0.4,10.43,15614.39
22,2016-08-18,1,4.2,7.3,18.17,30.91,1.54,2.64,12.49,7.78,41.24,213.9,55,244.45,18.33,21068.73
22,2016-08-24,2,3.4,7.1,18.29,30.91,NA,NA,NA,NA,NA,88.79,0.8,1.2,8.07,27699.5
22,2016-09-09,1,6.5,7.4,18.84,31.03,0.44,NA,NA,NA,NA,712.99,0,0.4,332.73,11917.05
22,2016-09-20,1,6.1,7.1,18.68,31.11,1.48,NA,NA,NA,NA,544.46,77.78,0.4,770.02,20106.2
22,2016-10-11,2,4.2,7.1,15.91,31.03,NA,2.2,16.06,6.43,45.73,363.94,19.15,134.08,242.63,29624.56
22,2016-10-18,2,4.6,7,16.98,31.13,NA,3.68,19.85,10.42,52.63,455.69,74.4,120.9,9.3,0
22,2016-11-08,2,4.3,7.5,16.49,29.89,NA,2.98,16.49,10.85,56.92,594.76,5.46,147.33,16.37,25221.87
22,2016-12-13,2,1.8,7.5,12.52,30.82,NA,2.34,18.92,5.5,44.38,221.45,30.2,246.61,2566.75,95611.4
22,2017-01-11,2,2,NA,11.13,21.99,NA,1.61,12.57,6.28,55.43,239.56,11.41,11.41,570.39,66093.79
22,2017-01-23,2,1.2,NA,10.25,12.99,NA,2.07,23.35,7.07,166.76,175.39,0,72.72,0.4,343944.36
22,2017-03-07,2,9.6,NA,11.76,10.59,NA,2.18,22.92,5.21,165.05,1996.36,0.4,606.04,0,62457.56
22,2017-03-21,2,14.7,NA,14.34,16.58,NA,1.55,16.14,2.21,123.04,998.18,0,114.08,2652.31,49837.71
22,2017-04-04,2,5.5,NA,14.32,17.48,NA,1.64,11.99,6.76,106.72,596.32,25.93,440.75,1283.37,43634.73
22,2017-04-18,2,7.1,NA,14.34,17.11,NA,1.97,16.92,4.23,115.9,1135.86,0,7.26,73.76,47912.65
22,2017-04-27,2,32.4,NA,15.58,17.49,NA,0.86,3.86,0.54,79.95,2261.18,0,122.23,672.24,34793.71
22,2017-06-06,2,4.3,NA,15.82,21.89,NA,2.19,17.53,5.47,99.44,358.52,0,21.27,45.57,4125.13
22,2017-06-22,2,4.6,NA,16.01,26.59,NA,2.2,20.35,2.99,74.7,338.09,0,0.4,1568.57,57181.46
22,2017-07-25,2,3,NA,19.42,27.61,NA,3.68,18.28,8.14,67.96,633.13,4.28,0,77,56682.37
22,2017-07-31,2,6,NA,17.66,29.45,NA,2.8,16.99,9.64,51.82,1903.67,0,10.69,106.95,43349.54
22,2017-08-22,2,3.6,NA,18.33,29.88,NA,3.33,21.13,10.42,59.88,491.96,21.39,14.26,7.26,110370.2
22,2017-08-30,2,5.5,NA,18.35,29.2,NA,2.45,16.35,7.92,54.7,992.11,0,54.61,81.92,24704.96
22,2017-09-19,2,1.4,NA,19.06,29.6,NA,3.1,19.21,11.85,56.65,268.08,17.11,5.7,456.31,89194.53
22,2017-09-28,2,9.3,NA,18.69,26.35,NA,2.56,18.71,4.36,79.15,2085.48,0,35.65,17.82,21304.02
22,2017-10-18,2,3.4,NA,14.9,29.79,NA,2.73,20.85,7.07,60.96,141.17,7.26,7.26,337.96,39927.21
22,2017-10-27,2,3.1,NA,15.63,28.47,0.6,2.86,21.92,7.5,73.39,718.37,8.07,145.29,217.93,8940.84
22,2017-11-14,2,3,NA,14.22,29.99,NA,2.62,18.71,6.35,57.32,258.66,9.95,7.26,356.49,18323.74
22,2017-12-06,2,2.6,NA,13.52,29.3,NA,3.03,22.56,6.93,64.12,708.86,21.39,0.8,1020.31,73473.19
22,2018-01-10,2,2.1,NA,11.49,28.62,NA,2.47,24.92,9.5,64.27,538.7,7.92,118.83,15.84,106947.87
22,2018-02-07,2,3.3,NA,12.86,27.9,NA,3.36,34.91,12.78,74.28,300.2,7.51,0.4,1283.37,59463.02
22,2018-02-23,2,3.6,NA,12.08,28.13,NA,2.87,29.77,9.28,68.5,427.79,13.8,29.06,2953.14,155716.1
22,2018-03-09,2,4.1,NA,11.76,28.11,NA,2.25,23.35,7.21,61.54,304.64,12.96,12.96,25.93,42208.76
22,2018-03-15,2,3.8,NA,12.05,28.65,NA,2.46,25.06,11.28,84.85,378.19,0,62,37.2,59890.81
22,2018-03-26,2,3.3,NA,12.8,24.63,NA,3.52,33.84,13.71,66.95,672.24,8.73,7.26,0.4,51976.67
22,2018-04-09,2,4.4,NA,15.28,22.84,NA,3,24.7,10.78,95.62,1986.17,0,0.29,708.36,26584.19
22,2018-04-18,2,7.3,NA,15.28,22.42,NA,2.82,20.28,3.71,75.66,968.93,0,9.14,201.1,16874
22,2018-05-07,2,5.8,NA,14.81,26.02,NA,2.2,13.28,5.28,51.47,1103.25,0,878.1,14.53,77858.05
22,2018-05-17,2,5.3,NA,17.09,26.16,NA,2.73,14.49,4.85,53.86,779.19,1.6,30.56,7.64,55826.79
22,2018-06-06,2,6.4,NA,16.22,28.73,NA,2.8,20.35,7.21,54.01,905.91,0,37.75,1283.37,39998.5
22,2018-06-11,2,6.9,NA,15.92,29.05,NA,2.82,21.85,6.14,58.7,1711.17,0,0.4,57.04,52404.46
22,2018-07-12,2,4.1,NA,18.44,30.33,NA,3.55,20.92,12.07,62.79,855.58,14.75,0.4,21.79,50051.6
22,2018-07-20,2,3.5,NA,18.86,30.62,NA,3.71,21.06,13.89,63.07,993.09,0,38.2,1203.16,71387.7
22,2018-08-03,2,4.6,NA,19.45,30.55,NA,4.97,22.24,13.46,77.88,1017.19,2.4,7.26,2138.96,99247.63
22,2018-08-14,2,4.4,NA,18.54,30.85,NA,4.46,24.67,11.57,73.73,454.53,20.05,6.68,7.26,88552.84
22,2018-09-18,2,7.5,NA,17.03,31.04,NA,2.89,17.85,8,56.7,1069.48,0,0.4,45.83,55399
22,2018-10-17,2,5.7,NA,16.77,30.94,NA,2.64,16.14,7.21,58.16,918.19,1.6,20.87,10.43,74221.82
22,2018-10-26,2,3.7,NA,17.22,31.2,NA,3.71,22.63,8.42,68.1,704.07,8.91,89.12,1363.59,55826.79
22,2018-11-15,2,3.7,NA,13.99,30.8,NA,2.81,20.78,6.35,57.37,584.45,0,162.68,6.03,49623.81
22,2018-12-05,2,2.6,NA,13.34,30.65,NA,2.35,16.42,9.21,49.91,487.68,0,0.8,8.56,129193.03
22,2018-12-14,2,2.5,NA,13.03,29.98,NA,3.16,23.13,10.42,61.2,396.1,31.69,293.12,7.92,130476.4
22,2019-01-30,2,2.2,NA,12.56,25.11,NA,3.36,32.34,14.28,98.14,179.67,8.56,8.56,586.07,94114.13
22,2019-02-20,2,2.6,NA,11.09,17.61,NA,2.61,26.7,9.92,145.91,292.32,7.13,7.13,327.97,129050.43
22,2019-03-14,2,4.8,NA,11.97,13.28,NA,2.47,23.35,8,157.76,1466.71,0,78.57,1283.37,100531
22,2019-03-20,2,4.2,NA,13.27,20.08,NA,1.9,14.92,7.57,112.82,344.46,16.67,322.23,416.68,88980.63
22,2019-03-28,2,6.8,NA,14.1,18.25,NA,2.03,16.28,7.21,120.55,887.27,0,316.88,855.58,71441.18
22,2019-04-18,2,6.5,NA,14.08,20.03,NA,2.13,13.99,3.28,119.83,515.1,0,270.64,8.73,89836.21
22,2019-04-25,2,16.4,NA,15.89,18.7,NA,1.56,7.07,0.71,99.83,794.47,0,15.28,53.47,40854.09
22,2019-05-14,2,7.2,NA,15.64,23.29,NA,2.17,6.14,6.35,77.42,941.14,9.51,57.04,76.05,51548.87
22,2019-05-28,2,12.5,NA,NA,NA,NA,2.37,8.5,3.28,113.71,855.58,61.11,580.57,30.56,52404.46
22,2019-06-04,2,3.5,NA,18.21,22.11,NA,2.74,12.49,8.78,91.72,1194.59,8.07,88.79,213.9,44062.52
22,2019-06-25,2,22.6,NA,19.6,23.55,NA,3.03,13.35,0.36,99,15400.49,0,71.3,71.3,23243.34
22,2019-07-01,2,3.5,NA,17.93,26.36,NA,2.74,9.5,6.35,71.36,2138.96,8.36,16.71,33.42,24776.26
22,2019-07-24,2,7.5,NA,20.05,27.35,NA,3.75,14.99,0.79,70.24,4064.02,0,213.9,142.6,27949.04
22,2019-08-01,2,2.9,NA,19.62,28.19,NA,3.62,9.07,4.25,49.29,1620.67,0,378.43,90.49,51121.08
22,2019-08-22,2,4,NA,20.04,29.3,NA,3.81,17.21,8.86,58.04,2069.59,0.4,92.5,161.87,15721.34
22,2019-09-18,2,9.9,NA,19.61,29.39,NA,3.58,16.92,7,52.17,907.97,17.46,209.53,279.37,57965.75
22,2019-10-23,2,6.7,NA,15.19,29.07,NA,2.83,16.99,8.71,70.12,816.56,0,50.58,390.22,37431.76
22,2019-11-13,2,9.4,NA,13.56,29.9,NA,2.61,17.35,11.49,60.25,548.86,7.26,8.07,1025.09,45132
22,2019-12-05,2,2.3,NA,11.9,28.8,NA,3.26,19.92,15.56,67.27,463.07,17.64,105.85,604.2,41923.57
22,2019-12-19,2,2.2,NA,12.23,28.42,NA,NA,NA,NA,NA,486.13,3.6,194.45,1069.48,62671.45
22,2020-01-13,2,3.1,8.3,11.95,28.54,NA,2.71,22.99,11.64,61.67,149.73,8.56,59.89,1711.17,40640.19
22,2020-02-03,2,2.4,8.4,12.03,27.43,NA,3.16,29.41,15.78,77.8,240.63,58.11,80.21,641.69,42779.15
22,2020-02-12,2,2.8,8.3,11.85,28.59,NA,2.67,29.63,14.21,67.56,153.74,80.21,173.79,1343.53,31086.18
22,2020-03-03,2,2.8,8.4,13.28,28.12,NA,2.76,29.06,14.99,75.09,290.9,0,17.11,4.28,9496.97
22,2020-07-13,2,8.9,7.5,19.04,30.9,NA,2.76,13.49,9.57,53.35,1779.22,0,77.78,408.35,22815.55
22,2020-08-11,2,6.5,6.9,19.25,31.41,NA,2.86,11.28,10.78,62.02,394.88,6.58,26.33,1513.72,1368.93
22,2020-09-10,2,3.2,6.6,18.46,31.36,NA,2.91,12.92,11.78,57.48,124.06,7.26,0.8,423.51,19892.3
22,2020-10-09,2,6.8,6.9,17.37,31.34,NA,2.82,15.28,7.07,56.94,162.56,8.56,34.22,218.17,7557.65
22,2020-11-19,2,4.2,7.4,13.96,31.25,NA,2.9,19.13,8.5,57.77,38.5,25.67,17.11,12.83,12467.07
22,2020-12-17,2,3.4,7.8,11.85,31.1,NA,2.86,20.2,7.21,54.43,29.95,17.11,38.5,380.73,12589.29
22,2021-01-29,2,2.8,8.4,10.57,31.51,NA,2.33,20.7,8.07,39.14,94.11,8.56,77,684.47,33510.33
22,2021-02-19,2,2.7,8.5,12.03,29.01,NA,3.02,26.84,9.07,59.2,193.84,100.26,113.63,1316.8,20533.99
22,2021-02-25,2,3.9,8,11.74,30.04,NA,2.49,22.7,5.85,51.52,346.66,14.75,1.2,7.38,21175.68
23,2011-05-26,2,16.2,10.3,15.08,22.29,NA,NA,NA,NA,NA,0,1.6,0,0,0
23,2011-06-14,2,5.7,7.8,16.2,23.89,NA,NA,NA,NA,NA,0,0,0,0,0
23,2011-06-24,8,9.9,7.6,16.62,25.13,NA,NA,NA,NA,NA,0,0,6.8,0,0
24,1992-04-14,1,5.3,NA,16.07,27.82,0.6,NA,NA,NA,NA,1430.7,0,0,0,0
24,1993-04-30,1,2.1,8.4,16.15,23.2,0.7,NA,NA,NA,NA,0,1.4,0,0,0
24,1994-04-19,2,2.6,8,15.51,28.4,NA,NA,NA,NA,NA,0,13.2,0,0,0
24,1994-08-30,2,2.8,7.1,19.17,31.84,NA,NA,NA,NA,NA,0,0,0,0,0
24,1996-03-06,2,2.3,8.9,12.31,15.56,NA,NA,NA,NA,NA,0,3.6,0,0,0
24,1996-05-01,2,7.2,8.4,16.11,23.68,NA,NA,NA,NA,NA,0,0,0,0,0
